value,value1,name,piece
Konečná cena:,900 €,HLOŽNÍK VINCENT (1919 - 1997),Figurálna kompozícia
Poradové číslo:,104,NEMES ENDRE (1909 - 1985),Štyri postavy
Vyvolávacia cena:,3 500 €,NEMES ENDRE (1909 - 1985),Štyri postavy
Konečná cena:,2 800 €,NEMES ENDRE (1909 - 1985),Štyri postavy
Poradové číslo:,105,MILLY DEZIDER (1906 - 1971),Alegorická kompozícia
Vyvolávacia cena:,2 000 €,MILLY DEZIDER (1906 - 1971),Alegorická kompozícia
Konečná cena:,1 600 €,MILLY DEZIDER (1906 - 1971),Alegorická kompozícia
Poradové číslo:,106,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Chodec
Vyvolávacia cena:,200 €,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Chodec
Konečná cena:,200 €,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Chodec
Poradové číslo:,107,GUDERNA LADISLAV (1921 - 1999),Fénix
Nevydražené,,GUDERNA LADISLAV (1921 - 1999),Fénix
Vyvolávacia cena:,50 €,GUDERNA LADISLAV (1921 - 1999),Fénix
Poradové číslo:,108,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Place des Vosgues
Vyvolávacia cena:,800 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Place des Vosgues
Konečná cena:,650 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Place des Vosgues
Poradové číslo:,109,MUDROCH JÁN (1909 - 1968),Harlekýn
Vyvolávacia cena:,9 000 €,MUDROCH JÁN (1909 - 1968),Harlekýn
Konečná cena:,7 200 €,MUDROCH JÁN (1909 - 1968),Harlekýn
Poradové číslo:,110,KOLLÁR JOZEF (1899 - 1982),Práčky
Nevydražené,,KOLLÁR JOZEF (1899 - 1982),Práčky
Vyvolávacia cena:,2 900 €,KOLLÁR JOZEF (1899 - 1982),Práčky
Poradové číslo:,111,BEDNÁR ŠTEFAN (1909 - 1976),Mlini (Chorvátsko)
Nevydražené,,BEDNÁR ŠTEFAN (1909 - 1976),Mlini (Chorvátsko)
Vyvolávacia cena:,300 €,BEDNÁR ŠTEFAN (1909 - 1976),Mlini (Chorvátsko)
Poradové číslo:,112,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Melancholická krajina
Nevydražené,,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Melancholická krajina
Vyvolávacia cena:,200 €,SZABÓ JÚLIUS (GYULA) (1907 - 1972),Melancholická krajina
Poradové číslo:,113,ŽELIBSKÝ JÁN (1907 - 1997),Očakávanie
Nevydražené,,ŽELIBSKÝ JÁN (1907 - 1997),Očakávanie
Vyvolávacia cena:,200 €,ŽELIBSKÝ JÁN (1907 - 1997),Očakávanie
Poradové číslo:,114,STUDENÝ FRANTIŠEK (1911 - 1980),Kytica v hnedomodrom
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Kytica v hnedomodrom
Vyvolávacia cena:,1 200 €,STUDENÝ FRANTIŠEK (1911 - 1980),Kytica v hnedomodrom
Poradové číslo:,115,STUDENÝ FRANTIŠEK (1911 - 1980),Kvety v hlinenej váze
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Kvety v hlinenej váze
Vyvolávacia cena:,400 €,STUDENÝ FRANTIŠEK (1911 - 1980),Kvety v hlinenej váze
Poradové číslo:,116,LÖRINCZ JÚLIUS (1910 - 1980),Žena
Nevydražené,,LÖRINCZ JÚLIUS (1910 - 1980),Žena
Vyvolávacia cena:,500 €,LÖRINCZ JÚLIUS (1910 - 1980),Žena
Poradové číslo:,117,STUDENÝ FRANTIŠEK (1911 - 1980),Matka
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Matka
Vyvolávacia cena:,500 €,STUDENÝ FRANTIŠEK (1911 - 1980),Matka
Poradové číslo:,118,HLOŽNÍK FERDINAND (1921 - 2006),Vanitas
Nevydražené,,HLOŽNÍK FERDINAND (1921 - 2006),Vanitas
Vyvolávacia cena:,1 000 €,HLOŽNÍK FERDINAND (1921 - 2006),Vanitas
Poradové číslo:,119,HLOŽNÍK FERDINAND (1921 - 2006),Obchodná ulica
Vyvolávacia cena:,700 €,HLOŽNÍK FERDINAND (1921 - 2006),Obchodná ulica
Konečná cena:,550 €,HLOŽNÍK FERDINAND (1921 - 2006),Obchodná ulica
Poradové číslo:,120,HLOŽNÍK FERDINAND (1921 - 2006),Cirkus
Vyvolávacia cena:,900 €,HLOŽNÍK FERDINAND (1921 - 2006),Cirkus
Konečná cena:,900 €,HLOŽNÍK FERDINAND (1921 - 2006),Cirkus
Poradové číslo:,121,HLOŽNÍK FERDINAND (1921 - 2006),Klaun
Vyvolávacia cena:,900 €,HLOŽNÍK FERDINAND (1921 - 2006),Klaun
Konečná cena:,1 500 €,HLOŽNÍK FERDINAND (1921 - 2006),Klaun
Poradové číslo:,122,HLOŽNÍK FERDINAND (1921 - 2006),Dvaja klauni
Vyvolávacia cena:,900 €,HLOŽNÍK FERDINAND (1921 - 2006),Dvaja klauni
Konečná cena:,1 500 €,HLOŽNÍK FERDINAND (1921 - 2006),Dvaja klauni
Poradové číslo:,123,ZMETÁK ERNEST (1919 - 2004),Portrét brata Ľudovíta
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Portrét brata Ľudovíta
Vyvolávacia cena:,26 000 €,ZMETÁK ERNEST (1919 - 2004),Portrét brata Ľudovíta
Poradové číslo:,125,ZMETÁK ERNEST (1919 - 2004),Portrét sedliaka
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Portrét sedliaka
Vyvolávacia cena:,3 000 €,ZMETÁK ERNEST (1919 - 2004),Portrét sedliaka
Poradové číslo:,126,ZMETÁK ERNEST (1919 - 2004),Almara (Prvá)
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Almara (Prvá)
Vyvolávacia cena:,4 900 €,ZMETÁK ERNEST (1919 - 2004),Almara (Prvá)
Poradové číslo:,127,ZMETÁK ERNEST (1919 - 2004),Dievča v kroji
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Dievča v kroji
Vyvolávacia cena:,2 900 €,ZMETÁK ERNEST (1919 - 2004),Dievča v kroji
Poradové číslo:,128,ZMETÁK ERNEST (1919 - 2004),Zelená váza
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Zelená váza
Vyvolávacia cena:,2 000 €,ZMETÁK ERNEST (1919 - 2004),Zelená váza
Poradové číslo:,129,ZMETÁK ERNEST (1919 - 2004),Kytica v celofáne
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Kytica v celofáne
Vyvolávacia cena:,1 600 €,ZMETÁK ERNEST (1919 - 2004),Kytica v celofáne
Poradové číslo:,130,ZMETÁK ERNEST (1919 - 2004),Dukliansky cintorín
Vyvolávacia cena:,2 600 €,ZMETÁK ERNEST (1919 - 2004),Dukliansky cintorín
Konečná cena:,2 100 €,ZMETÁK ERNEST (1919 - 2004),Dukliansky cintorín
Poradové číslo:,131,ZMETÁK ERNEST (1919 - 2004),Z Capri – loďky
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Z Capri – loďky
Vyvolávacia cena:,1 600 €,ZMETÁK ERNEST (1919 - 2004),Z Capri – loďky
Poradové číslo:,132,ZMETÁK ERNEST (1919 - 2004),Capri
Vyvolávacia cena:,1 200 €,ZMETÁK ERNEST (1919 - 2004),Capri
Konečná cena:,950 €,ZMETÁK ERNEST (1919 - 2004),Capri
Poradové číslo:,133,ZMETÁK ERNEST (1919 - 2004),Paríž
Vyvolávacia cena:,800 €,ZMETÁK ERNEST (1919 - 2004),Paríž
Konečná cena:,650 €,ZMETÁK ERNEST (1919 - 2004),Paríž
Poradové číslo:,134,ZMETÁK ERNEST (1919 - 2004),Zima
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Zima
Vyvolávacia cena:,350 €,ZMETÁK ERNEST (1919 - 2004),Zima
Poradové číslo:,135,ZMETÁK ERNEST (1919 - 2004),Motív z Dalmácie
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Motív z Dalmácie
Vyvolávacia cena:,350 €,ZMETÁK ERNEST (1919 - 2004),Motív z Dalmácie
Poradové číslo:,136,ZMETÁK ERNEST (1919 - 2004),Traja králi
Vyvolávacia cena:,300 €,ZMETÁK ERNEST (1919 - 2004),Traja králi
Konečná cena:,450 €,ZMETÁK ERNEST (1919 - 2004),Traja králi
Poradové číslo:,137,BÁRTFAY JÚLIUS (1888 - 1979),Sv. Ján Evanjelista
Vyvolávacia cena:,1 000 €,BÁRTFAY JÚLIUS (1888 - 1979),Sv. Ján Evanjelista
Konečná cena:,1 300 €,BÁRTFAY JÚLIUS (1888 - 1979),Sv. Ján Evanjelista
Poradové číslo:,138,GANDLOVÁ KVETA (1926 - 2004),V kaviarni
Vyvolávacia cena:,400 €,GANDLOVÁ KVETA (1926 - 2004),V kaviarni
Konečná cena:,400 €,GANDLOVÁ KVETA (1926 - 2004),V kaviarni
Poradové číslo:,139,KRÁLIK SVÄTOZÁR (1935),Výkrik
Nevydražené,,KRÁLIK SVÄTOZÁR (1935),Výkrik
Vyvolávacia cena:,800 €,KRÁLIK SVÄTOZÁR (1935),Výkrik
Poradové číslo:,140,CVIK PETER (1985),Tales of inexpresible nr. 4.
Vyvolávacia cena:,400 €,CVIK PETER (1985),Tales of inexpresible nr. 4.
Konečná cena:,400 €,CVIK PETER (1985),Tales of inexpresible nr. 4.
Poradové číslo:,141,MALIŠ MARCEL (1978),"Life is beautiful, z cyklu Metanoia"
Vyvolávacia cena:,1 500 €,MALIŠ MARCEL (1978),"Life is beautiful, z cyklu Metanoia"
Konečná cena:,1 500 €,MALIŠ MARCEL (1978),"Life is beautiful, z cyklu Metanoia"
Poradové číslo:,142,KOPTÁK MILOŠ (1969),Zrkadielko povedz
Nevydražené,,KOPTÁK MILOŠ (1969),Zrkadielko povedz
Vyvolávacia cena:,500 €,KOPTÁK MILOŠ (1969),Zrkadielko povedz
Poradové číslo:,143,ČEJKA PAĽO (1973),Romantika I. - II.
Vyvolávacia cena:,300 €,ČEJKA PAĽO (1973),Romantika I. - II.
Konečná cena:,300 €,ČEJKA PAĽO (1973),Romantika I. - II.
Poradové číslo:,144,TRAJTEROVÁ EVA MÁRIA (1951),Diagram
Vyvolávacia cena:,300 €,TRAJTEROVÁ EVA MÁRIA (1951),Diagram
Konečná cena:,300 €,TRAJTEROVÁ EVA MÁRIA (1951),Diagram
Poradové číslo:,145,STANOVÁ ANNA (1975),The Killer Whale
Vyvolávacia cena:,100 €,STANOVÁ ANNA (1975),The Killer Whale
Konečná cena:,130 €,STANOVÁ ANNA (1975),The Killer Whale
Poradové číslo:,147,JURSA MARTIN (1976),Už letím
Vyvolávacia cena:,500 €,JURSA MARTIN (1976),Už letím
Konečná cena:,600 €,JURSA MARTIN (1976),Už letím
Poradové číslo:,148,BINDER ERIK (1974),"Už chýba iba... , z cyklu Mentálne stavy"
Vyvolávacia cena:,1 700 €,BINDER ERIK (1974),"Už chýba iba... , z cyklu Mentálne stavy"
Konečná cena:,1 700 €,BINDER ERIK (1974),"Už chýba iba... , z cyklu Mentálne stavy"
Poradové číslo:,149,FRÖHLICH KUBO (1976),Čím budem? (Zlatník)
Vyvolávacia cena:,200 €,FRÖHLICH KUBO (1976),Čím budem? (Zlatník)
Konečná cena:,200 €,FRÖHLICH KUBO (1976),Čím budem? (Zlatník)
Poradové číslo:,150,PHEBY ANDY (1966),All Those Wasted Years
Nevydražené,,PHEBY ANDY (1966),All Those Wasted Years
Vyvolávacia cena:,850 €,PHEBY ANDY (1966),All Those Wasted Years
Poradové číslo:,151,HERÉNYI IVAN (1979),666
Vyvolávacia cena:,90 €,HERÉNYI IVAN (1979),666
Konečná cena:,90 €,HERÉNYI IVAN (1979),666
Poradové číslo:,152,ORMANDÍK MAREK (1968),LXXIII. (z cyklu Svätí za dedinou)
Vyvolávacia cena:,900 €,ORMANDÍK MAREK (1968),LXXIII. (z cyklu Svätí za dedinou)
Konečná cena:,900 €,ORMANDÍK MAREK (1968),LXXIII. (z cyklu Svätí za dedinou)
Poradové číslo:,153,NIŽNANSKÁ LUCIA (1975),Misa
Nevydražené,,NIŽNANSKÁ LUCIA (1975),Misa
Vyvolávacia cena:,100 €,NIŽNANSKÁ LUCIA (1975),Misa
Poradové číslo:,154,NIŽNANSKÁ LUCIA (1975),Váza
Nevydražené,,NIŽNANSKÁ LUCIA (1975),Váza
Vyvolávacia cena:,100 €,NIŽNANSKÁ LUCIA (1975),Váza
Poradové číslo:,155,TRAJTER JAKUB (1983),Chobotnica
Vyvolávacia cena:,1 500 €,TRAJTER JAKUB (1983),Chobotnica
Konečná cena:,1 500 €,TRAJTER JAKUB (1983),Chobotnica
Poradové číslo:,156,KOTÁSZ KÁROLY (1872 - 1941),Majáles
Nevydražené,,KOTÁSZ KÁROLY (1872 - 1941),Majáles
Vyvolávacia cena:,800 €,KOTÁSZ KÁROLY (1872 - 1941),Majáles
Poradové číslo:,157,NÁRAY AUREL (1883 - 1948),Dievča na lúke
Vyvolávacia cena:,800 €,NÁRAY AUREL (1883 - 1948),Dievča na lúke
Konečná cena:,2 300 €,NÁRAY AUREL (1883 - 1948),Dievča na lúke
Poradové číslo:,158,KÉMÉNDY JENŐ (EUGEN) (1860 - 1925),Žena v kroji
Nevydražené,,KÉMÉNDY JENŐ (EUGEN) (1860 - 1925),Žena v kroji
Vyvolávacia cena:,1 500 €,KÉMÉNDY JENŐ (EUGEN) (1860 - 1925),Žena v kroji
Poradové číslo:,159,VIZKELETY BÉLA (1825 - 1864),Víťazný sprievod rodu Hunyadi
Nevydražené,,VIZKELETY BÉLA (1825 - 1864),Víťazný sprievod rodu Hunyadi
Vyvolávacia cena:,14 000 €,VIZKELETY BÉLA (1825 - 1864),Víťazný sprievod rodu Hunyadi
Poradové číslo:,160,SZÁSZ ISTVÁN (1878 - 1965),Ležiaci akt (Toaleta)
Nevydražené,,SZÁSZ ISTVÁN (1878 - 1965),Ležiaci akt (Toaleta)
Vyvolávacia cena:,1 300 €,SZÁSZ ISTVÁN (1878 - 1965),Ležiaci akt (Toaleta)
Poradové číslo:,161,UJVÁRY (XIX. - XX.),Okolo 1920
Nevydražené,,UJVÁRY (XIX. - XX.),Okolo 1920
Vyvolávacia cena:,450 €,UJVÁRY (XIX. - XX.),Okolo 1920
Poradové číslo:,162,VÍGH BERTALAN (1890 - 1946),Nakladanie vojenského transportu v Bratislave
Nevydražené,,VÍGH BERTALAN (1890 - 1946),Nakladanie vojenského transportu v Bratislave
Vyvolávacia cena:,1 200 €,VÍGH BERTALAN (1890 - 1946),Nakladanie vojenského transportu v Bratislave
Poradové číslo:,163,KÁRPÁTHY LÁSZLÓ (XIX. - XX.),Meštiansky interiér
Vyvolávacia cena:,500 €,KÁRPÁTHY LÁSZLÓ (XIX. - XX.),Meštiansky interiér
Konečná cena:,500 €,KÁRPÁTHY LÁSZLÓ (XIX. - XX.),Meštiansky interiér
Poradové číslo:,164,REINER LÁSZLÓ (XIX. - XX.),Zátišie so starožitným porcelánom
Vyvolávacia cena:,350 €,REINER LÁSZLÓ (XIX. - XX.),Zátišie so starožitným porcelánom
Konečná cena:,280 €,REINER LÁSZLÓ (XIX. - XX.),Zátišie so starožitným porcelánom
Poradové číslo:,165,NEOGRÁDY ANTAL (1861 - 1941),Poľovníci v zime
Vyvolávacia cena:,6 000 €,NEOGRÁDY ANTAL (1861 - 1941),Poľovníci v zime
Konečná cena:,7 000 €,NEOGRÁDY ANTAL (1861 - 1941),Poľovníci v zime
Poradové číslo:,166,NEOGRÁDY ANTAL (1861 - 1941),Dve ženy na priedomí
Vyvolávacia cena:,350 €,NEOGRÁDY ANTAL (1861 - 1941),Dve ženy na priedomí
Konečná cena:,400 €,NEOGRÁDY ANTAL (1861 - 1941),Dve ženy na priedomí
Poradové číslo:,167,NEOGRÁDY ANTAL (1861 - 1941),Žena s husami
Vyvolávacia cena:,300 €,NEOGRÁDY ANTAL (1861 - 1941),Žena s husami
Konečná cena:,240 €,NEOGRÁDY ANTAL (1861 - 1941),Žena s husami
Poradové číslo:,168,NEOGRÁDY ANTAL (1861 - 1941),Pri potoku
Vyvolávacia cena:,300 €,NEOGRÁDY ANTAL (1861 - 1941),Pri potoku
Konečná cena:,240 €,NEOGRÁDY ANTAL (1861 - 1941),Pri potoku
Poradové číslo:,169,NEOGRÁDY ANTAL (1861 - 1941),Na priedomí
Vyvolávacia cena:,300 €,NEOGRÁDY ANTAL (1861 - 1941),Na priedomí
Konečná cena:,350 €,NEOGRÁDY ANTAL (1861 - 1941),Na priedomí
Poradové číslo:,170,Pálnagy Zsigmond (1896-1959),Kláskovanie
Vyvolávacia cena:,200 €,Pálnagy Zsigmond (1896-1959),Kláskovanie
Konečná cena:,230 €,Pálnagy Zsigmond (1896-1959),Kláskovanie
Poradové číslo:,171,HORVÁTH ANDOR G. (1876 - ?),Moržovanie kukurice
Nevydražené,,HORVÁTH ANDOR G. (1876 - ?),Moržovanie kukurice
Vyvolávacia cena:,500 €,HORVÁTH ANDOR G. (1876 - ?),Moržovanie kukurice
Poradové číslo:,172,GYERTYÁNYI-NÉMETH GYULA (1892 - 1946),Na trhu
Vyvolávacia cena:,1 000 €,GYERTYÁNYI-NÉMETH GYULA (1892 - 1946),Na trhu
Konečná cena:,1 000 €,GYERTYÁNYI-NÉMETH GYULA (1892 - 1946),Na trhu
Poradové číslo:,173,RING JENŐ K. (XIX. - XX.),Na trhu
Nevydražené,,RING JENŐ K. (XIX. - XX.),Na trhu
Vyvolávacia cena:,700 €,RING JENŐ K. (XIX. - XX.),Na trhu
Poradové číslo:,174,KOMÁROMI-KATZ ENDRE (1880 - 1969),Močaristá krajina
Vyvolávacia cena:,600 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),Močaristá krajina
Konečná cena:,500 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),Močaristá krajina
Poradové číslo:,175,KOMÁROMI-KATZ ENDRE (1880 - 1969),V mesačnom svite
Vyvolávacia cena:,600 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),V mesačnom svite
Konečná cena:,500 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),V mesačnom svite
Poradové číslo:,176,Ujváry FERENC (1898-1971),Jar v záhrade
Vyvolávacia cena:,800 €,Ujváry FERENC (1898-1971),Jar v záhrade
Konečná cena:,1 550 €,Ujváry FERENC (1898-1971),Jar v záhrade
Poradové číslo:,177,ERDÉLYI MIHÁLY (1884 - 1972),Traja v sade
Nevydražené,,ERDÉLYI MIHÁLY (1884 - 1972),Traja v sade
Vyvolávacia cena:,800 €,ERDÉLYI MIHÁLY (1884 - 1972),Traja v sade
Poradové číslo:,178,NEZNÁMY MAĎARSKÝ MALIAR,Kúpele Hévíz
Nevydražené,,NEZNÁMY MAĎARSKÝ MALIAR,Kúpele Hévíz
Vyvolávacia cena:,250 €,NEZNÁMY MAĎARSKÝ MALIAR,Kúpele Hévíz
Poradové číslo:,179,TIHÁNYI JÁNOS LAJOS (1892 - 1957),Práčky
Nevydražené,,TIHÁNYI JÁNOS LAJOS (1892 - 1957),Práčky
Vyvolávacia cena:,600 €,TIHÁNYI JÁNOS LAJOS (1892 - 1957),Práčky
Poradové číslo:,180,AKNAI JÁNOS (1949),Kompozícia
Nevydražené,,AKNAI JÁNOS (1949),Kompozícia
Vyvolávacia cena:,500 €,AKNAI JÁNOS (1949),Kompozícia
Poradové číslo:,181,NEZNÁMY STREDOEURÓPSKY MALIAR,Obriezka Krista
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Obriezka Krista
Vyvolávacia cena:,2 100 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Obriezka Krista
Poradové číslo:,182,RIZZO DA SANTACROCCE FRANCESCO (1500 - 1541),Sacra Conversatione
Vyvolávacia cena:,39 000 €,RIZZO DA SANTACROCCE FRANCESCO (1500 - 1541),Sacra Conversatione
Konečná cena:,39 000 €,RIZZO DA SANTACROCCE FRANCESCO (1500 - 1541),Sacra Conversatione
Poradové číslo:,183,NEZNÁMY FRANCÚZSKY MALIAR,Krajina s rybárskym člnom
Vyvolávacia cena:,1 200 €,NEZNÁMY FRANCÚZSKY MALIAR,Krajina s rybárskym člnom
Konečná cena:,1 200 €,NEZNÁMY FRANCÚZSKY MALIAR,Krajina s rybárskym člnom
Poradové číslo:,184,NEZNÁMY STREDOEURÓPSKY MALIAR,Západ slnka nad jazerom
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Západ slnka nad jazerom
Vyvolávacia cena:,2 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Západ slnka nad jazerom
Poradové číslo:,185,NEZNÁMY STREDOEURÓPSKY MALIAR,Cestička v lese
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Cestička v lese
Vyvolávacia cena:,700 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Cestička v lese
Poradové číslo:,186,NEZNÁMY FRANCÚZSKY MALIAR,Na vidieckom dvore
Vyvolávacia cena:,2 100 €,NEZNÁMY FRANCÚZSKY MALIAR,Na vidieckom dvore
Konečná cena:,1 700 €,NEZNÁMY FRANCÚZSKY MALIAR,Na vidieckom dvore
Poradové číslo:,187,GUIBOM (XIX. - XX.),Krajina so stromami
Nevydražené,,GUIBOM (XIX. - XX.),Krajina so stromami
Vyvolávacia cena:,500 €,GUIBOM (XIX. - XX.),Krajina so stromami
Poradové číslo:,188,NEZNÁMY STREDOEURÓPSKY MALIAR,Nájdenie Mojžiša
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Nájdenie Mojžiša
Vyvolávacia cena:,9 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Nájdenie Mojžiša
Poradové číslo:,189,LEYDEN LUCAS - podľa (1484 - 1533),Sv. Hieroným (podľa grafickej predlohy Lucasa van Leydena)
Nevydražené,,LEYDEN LUCAS - podľa (1484 - 1533),Sv. Hieroným (podľa grafickej predlohy Lucasa van Leydena)
Vyvolávacia cena:,19 500 €,LEYDEN LUCAS - podľa (1484 - 1533),Sv. Hieroným (podľa grafickej predlohy Lucasa van Leydena)
Poradové číslo:,190,CASANOVA FRANCESCO - podľa (1727 - 1802),Obrátenie Pavla
Nevydražené,,CASANOVA FRANCESCO - podľa (1727 - 1802),Obrátenie Pavla
Vyvolávacia cena:,2 000 €,CASANOVA FRANCESCO - podľa (1727 - 1802),Obrátenie Pavla
Poradové číslo:,191,NEZNÁMY MALIAR,Mytologická scéna
Nevydražené,,NEZNÁMY MALIAR,Mytologická scéna
Vyvolávacia cena:,1 400 €,NEZNÁMY MALIAR,Mytologická scéna
Poradové číslo:,192,NEZNÁMY TALIANSKY MALIAR,Biblická krajina
Vyvolávacia cena:,2 000 €,NEZNÁMY TALIANSKY MALIAR,Biblická krajina
Konečná cena:,2 000 €,NEZNÁMY TALIANSKY MALIAR,Biblická krajina
Poradové číslo:,193,NEZNÁMY TALIANSKY MALIAR,Sv. Hieroným
Nevydražené,,NEZNÁMY TALIANSKY MALIAR,Sv. Hieroným
Vyvolávacia cena:,17 000 €,NEZNÁMY TALIANSKY MALIAR,Sv. Hieroným
Poradové číslo:,194,NEZNÁMY TALIANSKY MALIAR,Ecce Hommo
Nevydražené,,NEZNÁMY TALIANSKY MALIAR,Ecce Hommo
Vyvolávacia cena:,5 200 €,NEZNÁMY TALIANSKY MALIAR,Ecce Hommo
Poradové číslo:,195,NEZNÁMY STREDOEURÓPSKY MALIAR,Krajina s pastierom a rybárom
Vyvolávacia cena:,6 500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Krajina s pastierom a rybárom
Konečná cena:,6 500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Krajina s pastierom a rybárom
Poradové číslo:,196,BALESTRA ANTONIO - v štýle (1666 - 1740),Madona s dieťaťom
Vyvolávacia cena:,2 500 €,BALESTRA ANTONIO - v štýle (1666 - 1740),Madona s dieťaťom
Konečná cena:,2 600 €,BALESTRA ANTONIO - v štýle (1666 - 1740),Madona s dieťaťom
Poradové číslo:,197,NEZNÁMY STREDOEURÓPSKY MALIAR,Hefaistov príchod na Olymp
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Hefaistov príchod na Olymp
Vyvolávacia cena:,8 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Hefaistov príchod na Olymp
Poradové číslo:,198,NEZNÁMY STREDOEURÓPSKY MALIAR,Sv. Antonín Paduánsky
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Sv. Antonín Paduánsky
Vyvolávacia cena:,1 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Sv. Antonín Paduánsky
Poradové číslo:,199,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Busta rímskeho cisára.(Caracalla?) - 3.stor. po Kr. 145/114
Nevydražené,,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Busta rímskeho cisára.(Caracalla?) - 3.stor. po Kr. 145/114
Vyvolávacia cena:,27 000 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Busta rímskeho cisára.(Caracalla?) - 3.stor. po Kr. 145/114
Poradové číslo:,200,NEZNÁMY TALIANSKY SOCHÁR,Busta pápeža (podľa Gianlorenza Berniniho)
Vyvolávacia cena:,24 000 €,NEZNÁMY TALIANSKY SOCHÁR,Busta pápeža (podľa Gianlorenza Berniniho)
Konečná cena:,24 000 €,NEZNÁMY TALIANSKY SOCHÁR,Busta pápeža (podľa Gianlorenza Berniniho)
Poradové číslo:,201,NEZNÁMY TALIANSKY MALIAR,Alegória krásy I.
Nevydražené,,NEZNÁMY TALIANSKY MALIAR,Alegória krásy I.
Vyvolávacia cena:,6 000 €,NEZNÁMY TALIANSKY MALIAR,Alegória krásy I.
Poradové číslo:,202,NEZNÁMY TALIANSKY MALIAR,Alegória krásy II.
Nevydražené,,NEZNÁMY TALIANSKY MALIAR,Alegória krásy II.
Vyvolávacia cena:,6 000 €,NEZNÁMY TALIANSKY MALIAR,Alegória krásy II.
Poradové číslo:,203,LEPIÉ FERDINAND (1824 - 1883),V horských kúpeľoch
Nevydražené,,LEPIÉ FERDINAND (1824 - 1883),V horských kúpeľoch
Vyvolávacia cena:,1 000 €,LEPIÉ FERDINAND (1824 - 1883),V horských kúpeľoch
Poradové číslo:,204,NEZNÁMY STREDOEURÓPSKY MALIAR,Hrad
Vyvolávacia cena:,500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Hrad
Konečná cena:,500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Hrad
Poradové číslo:,205,NEZNÁMY TALIANSKY MALIAR,Piazzetta
Vyvolávacia cena:,350 €,NEZNÁMY TALIANSKY MALIAR,Piazzetta
Konečná cena:,350 €,NEZNÁMY TALIANSKY MALIAR,Piazzetta
Poradové číslo:,206,NEZNÁMY TALIANSKY MALIAR,Santa Maria de Salute
Vyvolávacia cena:,350 €,NEZNÁMY TALIANSKY MALIAR,Santa Maria de Salute
Konečná cena:,350 €,NEZNÁMY TALIANSKY MALIAR,Santa Maria de Salute
Poradové číslo:,207,NEZNÁMY STREDOEURÓPSKY MALIAR,Prímorská promenáda
Vyvolávacia cena:,30 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Prímorská promenáda
Konečná cena:,120 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Prímorská promenáda
Poradové číslo:,208,NEZNÁMY FRANCÚZSKY MALIAR,Kostol La Madelaine v Paríži
Vyvolávacia cena:,700 €,NEZNÁMY FRANCÚZSKY MALIAR,Kostol La Madelaine v Paríži
Konečná cena:,700 €,NEZNÁMY FRANCÚZSKY MALIAR,Kostol La Madelaine v Paríži
